text,created_date,,,,,,,,,,,,,,,,
@ Pennyvane10 @ aaaj_alc @ flySFO the order is clear the border folk be arrested for this. I read it. Arrest those trump hacks.,"2017-01-29T21:50:41.000Z""""",,,,,,,,,,,,,,,,
in the United States a still a nation of laws.. doesn't look like it,"2017-01-29T21:50:11.000Z""""",,,,,,,,,,,,,,,,
@ flySFO y'all gotta let those detainees out now, ya hear? This lil Persian American is asking nicely.,,,,,,,,,,,,,,,,
@ Insurgent_Storm @ aaaj_alc @ flySFO What are the consequences of that legally speaking? Shouldn't those agents be arrested?,"2017-01-29T21:49:51.000Z""""",,,,,,,,,,,,,,,,
@ chrislhayes @ NILC_org @ aaaj_alc @ flySFO Who is going to do something about it? I've been calling my Senator every day!,"2017-01-29T21:49:24.000Z""""",,,,,,,,,,,,,,,,
what can we do or who can we call to demand that @ flySFO & @CustomsBorder follow the Federal Judge's order??,"2017-01-29T21:49:18.000Z""""",,,,,,,,,,,,,,,,
might want to remind @ flySFO about adolf eichmann. he, too,,,,,,,,,,,,,,,,
@ flySFO @CustomsBorder @ SFBOS Do not follow this order, we all know its xenophobic and way too close to a despicable history # NoBanNoWall,,,,,,,,,,,,,,,,
thank you to all these honorable lawyers,"2017-01-29T21:47:03.000Z""""",,,,,,,,,,,,,,,,
@ flySFO release detainees! Stop being compliant with an islamophobic order. # nomuslimban # neveragain,"2017-01-29T21:46:29.000Z""""",,,,,,,,,,,,,,,,
"So much for their ""I was just following orders"" defense when the trials begin.","2017-01-29T21:46:20.000Z""""",,,,,,,,,,,,,,,,
(IANAL, the above is informed speculation only!),,,,,,,,,,,,,,,,
Take the side of # justice # NoBanNoWall # LoveTrumpsHate # EqualityForAll @ flySFO @NancyPelosi @CustomsBorder @ KamalaHarris @ JackieSpeier,"2017-01-29T21:45:28.000Z""""",,,,,,,,,,,,,,,,
But, it IS a court order,,,,,,,,,,,,,,,,
@ flySFO @ sfbos @CustomsBorder @NancyPelosi @ KamalaHarris @ JackieSpeier UNCONSTITUTIONAL executive order has been blocked. RELEASE DETAINEES!,"2017-01-29T21:44:38.000Z""""",,,,,,,,,,,,,,,,
But that's Feds vs Feds, and seems vanishingly unlikely.,,,,,,,,,,,,,,,,
@ NILC_org @ flySFO fair enough. Not DHS policy though at least as currently stated.,"2017-01-29T21:44:13.000Z""""",,,,,,,,,,,,,,,,
I *think* the law is, it should be federal Marshals enforcing the court orders.,,,,,,,,,,,,,,,,
Guess: only if a Governor, or maybe Mayor,,,,,,,,,,,,,,,,
I'm heading out to @ fly2ohare with a team of lawyers. We're going to continue to fight for our clients rights,"2017-01-29T21:39:01.000Z""""",,,,,,,,,,,,,,,,
HHS & CBP are seed of the new SS. Himmler began as Reich Commissioner for the Strengthening of German Nationhood,"2017-01-29T21:38:35.000Z""""",,,,,,,,,,,,,,,,
@ mayoredlee Please speak out about the detainees currently at @ flySFO We will not rest until they are ALL released. # letthefamiliesout,"2017-01-29T21:37:39.000Z""""",,,,,,,,,,,,,,,,
Peaceful demonstrators downstairs @ flySFO on Saturday. # NoBanNoWallpic.twitter.com/JWafMKA8cw,"2017-01-29T21:36:21.000Z""""",,,,,,,,,,,,,,,,
. @ nilc_org @ aaaj_alc @ flysfo anything port authority or @ JerryBrownGov can do, like NY Gov? @ Rendon63rd @ kdeleon @ GavinNewson @XavierBecera,,,,,,,,,,,,,,,,
I thought people were still being held. Would love an update too.,"2017-01-29T21:35:47.000Z""""",,,,,,,,,,,,,,,,
Proud of my fave and request airport @ flySFO https://twitter.com/NILC_org/status/825738120750575618 …,"2017-01-29T21:35:07.000Z""""",,,,,,,,,,,,,,,,
Thomas Jefferson would kick Trumps ass and bury him,"2017-01-29T21:35:06.000Z""""",,,,,,,,,,,,,,,,
# SanFrancisco, @ DHSgov is refusing to comply with fed judges orders and are proceeding to deport some people @ flySFO. https://twitter.com/igorvolsky/status/825764264321355776 …,,,,,,,,,,,,,,,,
alternative facts,"2017-01-29T21:34:45.000Z""""",,,,,,,,,,,,,,,,
@CustomsBorder @ flySFO Release detained Muslim travelers and take action against the executive order! # NoBanNoWall,"2017-01-29T21:34:11.000Z""""",,,,,,,,,,,,,,,,
Touchdown @ flySFO , god I love @ united'a @ Boeing 777's,,,,,,,,,,,,,,,,
No one seems to know where they went, how do 42 people just go missing from a large airport like DFW?,,,,,,,,,,,,,,,,
I'm hearing conflicting reports about whether customs at @ flySFO is complying with court order. @ ACLU can you provide update?,"2017-01-29T21:31:40.000Z""""",,,,,,,,,,,,,,,,
This is the International Terminal at @ flySFO, protesters voicing anger on what the are calling # MuslimBanpic.twitter.com/DJtSqtNBu7,,,,,,,,,,,,,,,,
They are holding detainees at DFW airport," won't them them go & was told 42 detainees went ""missing"" last night?",,,,,,,,,,,,,,,,
Signs from last night at @ flysfo. The @CustomsBorder agents are not complying with the stay & are still detaining folks. Come thru today! pic.twitter.com/aNI1UKv6Am,"2017-01-29T21:29:43.000Z""""",,,,,,,,,,,,,,,,
@ lizfinger1 @ NILC_org @ aaaj_alc @ flySFO America had a crisis on their hands on Inauguration Day,"2017-01-29T21:28:59.000Z""""",,,,,,,,,,,,,,,,
@ amyrchapman @ NILC_org @ aaaj_alc @ flySFO ain't no crisis unless Congress makes it one. Haven't so far bc they're cowards,"2017-01-29T21:27:44.000Z""""",,,,,,,,,,,,,,,,
Protesters marching thru International Terminal at @ flySFO for second day, following ban of travelers from Muslim-majority countries pic.twitter.com/45W1oUVcN0,,,,,,,,,,,,,,,,
your inability to even type a coherent tweet demonstrates on which side the intelligence is,"2017-01-29T21:27:08.000Z""""",,,,,,,,,,,,,,,,
@ SenSchumer hopefully. US Marshals are sole enforcers of court power. But under DOJ & thus AG.,"2017-01-29T21:26:01.000Z""""",,,,,,,,,,,,,,,,
Tweet @ flySFO and @CustomsBorder now everyone! https://twitter.com/NILC_org/status/825738120750575618 …,"2017-01-29T21:25:27.000Z""""",,,,,,,,,,,,,,,,
Day 2 Protest @ flySFO at 12pm # LetTheLawyersIn # LetTheFamiliesOut # MuslimBan # TheResistance,"2017-01-29T21:25:20.000Z""""",,,,,,,,,,,,,,,,
Team of immigration attys here at @ flySFO coordinating as @ DHSgov says it will continue enforcing Trump's executive orderpic.twitter.com/cFNMjgIBVS,"2017-01-29T21:25:19.000Z""""",,,,,,,,,,,,,,,,
Immigrants are STILL detained @ flySFO . Join us 12p to call for # NoBanNoWall,"2017-01-29T21:24:32.000Z""""",,,,,,,,,,,,,,,,
# Airports weigh in. @ flySFO: Requests briefing," provides supplies to affected travelers & those ""speaking publicly in our facilities."" pic.twitter.com/HV6fGEb34q",,,,,,,,,,,,,,,,
# Airports weigh in. @ flySFO: Requests briefing," provides supplies to affected travelers & those ""speaking publicly in our facilities."" pic.twitter.com/Ukn4A1KZq2",,,,,,,,,,,,,,,,
Pilots don't take off, US Marshalls arrest agents. If SF caves,,,,,,,,,,,,,,,,
Citizens should storm that airport and detain these officers. Do not tolerate fascism.,"2017-01-29T21:22:51.000Z""""",,,,,,,,,,,,,,,,
I do not want to patronize your airport if you do not work to free the detainees!,"2017-01-29T21:22:25.000Z""""",,,,,,,,,,,,,,,,
HA HA, you are neither pro freedom or brave. Delete your profile description.,,,,,,,,,,,,,,,,
I'm glad you're so delusional it's makes you side weaker,"2017-01-29T21:22:12.000Z""""",,,,,,,,,,,,,,,,
no to # muslimban # resisttrump,"2017-01-29T21:22:05.000Z""""",,,,,,,,,,,,,,,,
. @ flySFO Please follow the example of our BA sanctuary city leaders - refuse compliance with the # MuslimBan & release all detainees now.,"2017-01-29T21:22:03.000Z""""",,,,,,,,,,,,,,,,
This is illegal. CBP is subject to the law like everyone else. Why aren't they being stopped? Support the lawyers!,"2017-01-29T21:21:44.000Z""""",,,,,,,,,,,,,,,,
hey fly sfo.... Who airport is it anyway? Grow some damn balls.,"2017-01-29T21:21:28.000Z""""",,,,,,,,,,,,,,,,
WHAT AIRLINE? Let us flood them with calls not to take off.,"2017-01-29T21:20:53.000Z""""",,,,,,,,,,,,,,,,
then you have refusals to arrest :-( @ NILC_org @ AltUSFWS @ aaaj_alc @ flySFO,"2017-01-29T21:19:41.000Z""""",,,,,,,,,,,,,,,,
Resist! Follow @BayResistance for updates on @ flySFO protest. Text 41411 for updates. @ theRBHs @ KingOfDaBurbz No # MuslimBan # NoBanNoWall,"2017-01-29T21:19:39.000Z""""",,,,,,,,,,,,,,,,
Thank you, @ flysfo. # letthelawyersin # letthefamiliesout # MuslimBanhttps://twitter.com/mgafni/status/825762163151155200 …,,,,,,,,,,,,,,,,
@ chrislhayes @ NILC_org @ aaaj_alc @ flySFO THIS. IS. A. CRISIS. A COUP IS A CRISIS.,"2017-01-29T21:18:18.000Z""""",,,,,,,,,,,,,,,,
@ chrislhayes @ NILC_org @ aaaj_alc @ flySFO we been living in crisis since Comeygate sirs,"2017-01-29T21:18:18.000Z""""",,,,,,,,,,,,,,,,
. @ JerryBrownGov do you have the authority to send in agents to arrest anyone not complying? @ NILC_org @ aaaj_alc @ flySFO,"2017-01-29T21:15:08.000Z""""",,,,,,,,,,,,,,,,
Coming to @ flySFO at 12PM? Print some beautiful # NoBanNoWall/ # SanctuaryForAll art from @ designaction https://designaction.org/no-ban-no-wall-sanctuary-for-all/ … # NoMuslimBanSFOpic.twitter.com/5Kindmh76O,"2017-01-29T21:14:08.000Z""""",,,,,,,,,,,,,,,,
Looks like attorneys at the airports are preparing contempt of court filings, too:),,,,,,,,,,,,,,,,
Tmy tweet with the video at @ flySFO is from yesterday afternoon, not at airport now.,,,,,,,,,,,,,,,,
@ flySFO Release the passengers - they're not threats to the U.S. & have a legal right 2B here. Listen to the judges, the mayor & your heart.,,,,,,,,,,,,,,,,
@CustomsBorder @ POTUS @ flysfo So that makes it okay? I don't fucking think so.,"2017-01-29T21:10:10.000Z""""",,,,,,,,,,,,,,,,
@ ATTCares @ ATT @ flySFO you need to fix your GSM and wifi service at SFO, it sucks!,,,,,,,,,,,,,,,,
I just tried calling @ JerryBrownGov and there's not even a place to leave a msg, called LA and SF offices,,,,,,,,,,,,,,,,
@ ACLU how much has been raised so far??? -We have to double it. # Aclu # MuslimBan # equality # donateACLU # JFK # lax @ flySFO # sfoprotest,"2017-01-29T21:08:56.000Z""""",,,,,,,,,,,,,,,,
Called! Got machines but left kind clear messages.,"2017-01-29T21:08:48.000Z""""",,,,,,,,,,,,,,,,
@ chrislhayes @ NILC_org @ aaaj_alc @ flySFO if they are defying court order, why are they not being jailed for contempt?!?!,,,,,,,,,,,,,,,,
@ SenFeinstein @ KamalaHarris @NancyPelosi Please take immediate action to enforce court orders at @ flySFO https://twitter.com/NILC_org/status/825738120750575618 …,"2017-01-29T21:07:21.000Z""""",,,,,,,,,,,,,,,,
Can you give us a cell number for your atty there? Thanks, Ellen,,,,,,,,,,,,,,,,
@ flySFO @CustomsBorder Stand with us against Islamophobia, xenophobia,,,,,,,,,,,,,,,,
@ aaaj_alc @ flySFO @ GavinNewsom Please stop this!,"2017-01-29T21:05:05.000Z""""",,,,,,,,,,,,,,,,
read for clarification. http://www.politicalwrinkles.com/mobiquo/minisite/site/MainTopic.php?cmd=getThread&tid=49935 …,"2017-01-29T21:04:55.000Z""""",,,,,,,,,,,,,,,,
TODAY 12PM @ flySFO, Release all detainees! More details http://bit.ly/j29sfo . Follow @ SFBayResistance for action alerts. # NoBanNoWallpic.twitter.com/VI6dYhAcYB,,,,,,,,,,,,,,,,
@ billyeichner @ NILC_org @ aaaj_alc @ flySFO so when are Bannon and @ POTUS being detained??,"2017-01-29T21:04:45.000Z""""",,,,,,,,,,,,,,,,
. @ flySFO What is wrong with you? This is not ok. https://twitter.com/NILC_org/status/825738120750575618 …,"2017-01-29T21:04:36.000Z""""",,,,,,,,,,,,,,,,
Agents refusing court orders should be held in contempt of court,"2017-01-29T21:04:28.000Z""""",,,,,,,,,,,,,,,,
Please.....took her nearly 6 months and protests at her front door to even respond to Standing Rock!,"2017-01-29T21:04:16.000Z""""",,,,,,,,,,,,,,,,
@ chrislhayes @ NILC_org @ aaaj_alc @ flySFO now u can see how the Bazis did it!,"2017-01-29T21:03:57.000Z""""",,,,,,,,,,,,,,,,
@ chrislhayes @ NILC_org @ aaaj_alc @ flySFO shows how fragile democracy is we must resist these actions or we will b Russia,"2017-01-29T21:03:31.000Z""""",,,,,,,,,,,,,,,,
Pls read. http://www.politicalwrinkles.com/mobiquo/minisite/site/MainTopic.php?cmd=getThread&tid=49935 …,"2017-01-29T21:03:15.000Z""""",,,,,,,,,,,,,,,,
@ NILC_org @ aaaj_alc @ flySFO I'm hearing noon,"2017-01-29T21:03:08.000Z""""",,,,,,,,,,,,,,,,
@ chrislhayes @ NILC_org @ aaaj_alc @ flySFO very scary how these agents were happy to cuff American citizens and deny rights,"2017-01-29T21:02:45.000Z""""",,,,,,,,,,,,,,,,
At @ flySFO and nationwide, CBP agents on the ground refusing to comply with nationwide court order. What now? https://twitter.com/NILC_org/status/825738120750575618 …,,,,,,,,,,,,,,,,
@ chrislhayes @ NILC_org @ aaaj_alc @ flySFO Send in the Federal Marshalls. Fuck these fascists.,"2017-01-29T21:02:14.000Z""""",,,,,,,,,,,,,,,,
this the GOP America in action--live on TV. Sieg Heil!,"2017-01-29T21:01:58.000Z""""",,,,,,,,,,,,,,,,
deport Banning, Miller and Trump,,,,,,,,,,,,,,,,
AREST THOSE WHO DEFY JUDGE'S ORDERS,"2017-01-29T21:01:17.000Z""""",,,,,,,,,,,,,,,,
@ KamalaHarris We need you to speak out and use your authority to demand @ flySFO release those detained! No more # muslimban!,"2017-01-29T21:01:17.000Z""""",,,,,,,,,,,,,,,,
you're sick.,"2017-01-29T21:00:26.000Z""""",,,,,,,,,,,,,,,,
Iraqis w/ the 101st? Syrians w/ grn. cards after 14 yrs of vetting? Tweet in cyrillic ok?,"2017-01-29T21:00:09.000Z""""",,,,,,,,,,,,,,,,
Last night # ASATA @ Asians4BlkLives @ AROCBayArea showed up at @ flySFO to support Muslim detainees in solidarity # LetTheFamiliesOutpic.twitter.com/41DEyHwgfh,"2017-01-29T20:59:44.000Z""""",,,,,,,,,,,,,,,,
@ flySFO and Ivar Satero refuse ban on refugees. Demand CBP release detainees now!,"2017-01-29T20:59:42.000Z""""",,,,,,,,,,,,,,,,
@ JerryBrownGov @ SenFeinstein @ KamalaHarris @ SenSchumer please help stop this!,"2017-01-29T20:59:29.000Z""""",,,,,,,,,,,,,,,,
@NancyPelosi you're impossible to get ahold of, so I'll tweet you: Use your authority to demand release of those detained at @ flySFO!,,,,,,,,,,,,,,,,
@ ALT_USCIS @ aaaj_alc @ flySFO Doesn't surprise me at that airport. Follow judges orders SFO, you aren't above the law!,,,,,,,,,,,,,,,,
not police US Marshall Service enforce court orders,"2017-01-29T20:58:58.000Z""""",,,,,,,,,,,,,,,,
Thank you.,"2017-01-29T20:58:44.000Z""""",,,,,,,,,,,,,,,,
@ JerryBrownGov what can be done to ensure that agents at SFO are not breaking the stay?,"2017-01-29T20:58:21.000Z""""",,,,,,,,,,,,,,,,
Release the Muslim travelers detained at SFO @ flySFO @CustomsBorder! Please do something @ KamalaHarris @NancyPelosi!,"2017-01-29T20:58:06.000Z""""",,,,,,,,,,,,,,,,
@ HillaryClinton can you see this right now? You gonna offer more than a tweet???,"2017-01-29T20:57:41.000Z""""",,,,,,,,,,,,,,,,
Beautiful morning at @ flysfo on my way to @ dulles_airport on @virginamericaoffical. Headed… http://ift.tt/2jFIq5E pic.twitter.com/QedfjFxhjd,"2017-01-29T20:57:28.000Z""""",,,,,,,,,,,,,,,,
@ chrislhayes @ NILC_org @ aaaj_alc @ flySFO i believe WTAF has just supplanted WTF in everyday parlance.,"2017-01-29T20:57:20.000Z""""",,,,,,,,,,,,,,,,
only scotus get's to decide this....,"2017-01-29T20:57:06.000Z""""",,,,,,,,,,,,,,,,
Very sad, but also complete bullshit. No such event at SFO.,,,,,,,,,,,,,,,,
HS is federal, nothing state can do.,,,,,,,,,,,,,,,,
. @ flySFO agents refusing to comply with court order and still deporting people. I think maybe they want more protesters at SFO?,"2017-01-29T20:56:35.000Z""""",,,,,,,,,,,,,,,,
@ KamalaHarris @ SenateDems @ SenFeinstein @ JerryBrownGov please ensure that @ flySFO is complying with Court Orders. https://twitter.com/nilc_org/status/825738120750575618 …,"2017-01-29T20:56:31.000Z""""",,,,,,,,,,,,,,,,
@ flysfo @CustomsBorder The people of SF and the Bay Area demand that you release all people being detained as a result of recent EO,"2017-01-29T20:56:14.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Release those detained from Trump's executive order! Do not comply! Listen to the judge! No more # muslimban!,"2017-01-29T20:55:18.000Z""""",,,,,,,,,,,,,,,,
Why haven't those being detained been released already? The executive order is illegal. @ flySFO @CustomsBorder @ DHSGOV,"2017-01-29T20:55:10.000Z""""",,,,,,,,,,,,,,,,
@ chrislhayes @ NILC_org @ aaaj_alc @ flySFO guaranteed it's at # LittleDonnie's say so. He got humiliated by courts and is mad.,"2017-01-29T20:54:54.000Z""""",,,,,,,,,,,,,,,,
@ JamieOGrady @ NILC_org @ aaaj_alc @ flySFO isn't it ironic that Osama Bin Laden would have been allowed in US under this OE.,"2017-01-29T20:54:43.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Federal judges have stayed the # MuslimBan for current green card & visa holders. Do the right thing!!! Release all detainees NOW!,"2017-01-29T20:54:37.000Z""""",,,,,,,,,,,,,,,,
where?,"2017-01-29T20:54:08.000Z""""",,,,,,,,,,,,,,,,
@ JerryBrownGov If @ flySFO agents are not complying with federal court orders, they should be arrested. @ NILC_org,,,,,,,,,,,,,,,,
then ground any plane that is unlawfully deporting u.s. residents,"2017-01-29T20:53:40.000Z""""",,,,,,,,,,,,,,,,
airlines should refuse to depart with illegally deported individuals on board.,"2017-01-29T20:53:25.000Z""""",,,,,,,,,,,,,,,,
@ flySFO I demand non-compliance with and action against the executive order. Let those who are detained go! # NoMuslimBanSFO # NoBanNoWall,"2017-01-29T20:52:39.000Z""""",,,,,,,,,,,,,,,,
Protest at 12 pm local time to # ShutDownSFO. At international terminal. @ flySFO, don't support this ugly ban. # NoMuslimBan # NoBanNoWall,,,,,,,,,,,,,,,,
@ flySFO @CustomsBorder we're hearing people are still being detained at sfo # nomuslimban @ KamalaHarris @ SenFeinstein,"2017-01-29T20:52:01.000Z""""",,,,,,,,,,,,,,,,
@ NILC_org @ aaaj_alc goddamn it, send in the US Marshalls. What the hell is going on.,,,,,,,,,,,,,,,,
@ daslael @ flySFO Thank you SFPD.,"2017-01-29T20:51:32.000Z""""",,,,,,,,,,,,,,,,
Can @ JerryBrownGov send someone in to force compliance?,"2017-01-29T20:50:49.000Z""""",,,,,,,,,,,,,,,,
Do you know what false equivalence is?,"2017-01-29T20:49:40.000Z""""",,,,,,,,,,,,,,,,
@CustomsBorder The courts have issued a stay on Trump's executive order. This is not a matter of national security. Let them go @ flySFO,"2017-01-29T20:49:32.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Protesters will # ShutDownSFO until ppl detained under Trump's unconstitutional ban are released. # NoBanNoWall # NoMuslimBan,"2017-01-29T20:49:02.000Z""""",,,,,,,,,,,,,,,,
Lawyers being kept from seeing detainees @ flysfo, detained against federal court order # letthelawyersin # letthefamilesout # NoBanNoWall,,,,,,,,,,,,,,,,
Is this verified? If so - phone #for US Marshals Office San Francisco: (415) 436-7677,"2017-01-29T20:48:51.000Z""""",,,,,,,,,,,,,,,,
such an intelligent comment,"2017-01-29T20:48:26.000Z""""",,,,,,,,,,,,,,,,
Hey @ flySFO: Didn’t you get the memo? You’re holding these people unlawfully! https://twitter.com/NILC_org/status/825738120750575618 …,"2017-01-29T20:48:08.000Z""""",,,,,,,,,,,,,,,,
@ flySFO @CustomsBorder There's a stay on Trump's executive order. Don't follow illegal directives. Don't endanger people,"2017-01-29T20:46:29.000Z""""",,,,,,,,,,,,,,,,
Just like nazi germany.,"2017-01-29T20:45:56.000Z""""",,,,,,,,,,,,,,,,
@ flySFO # MuslimBan # resist This ban is not justified http://bipartisanreport.com/2017/01/28/cnn-host-beautifully-fact-slams-delusional-trump-adviser-live-on-air-video/ …,"2017-01-29T20:45:48.000Z""""",,,,,,,,,,,,,,,,
tweet the gov.,"2017-01-29T20:45:15.000Z""""",,,,,,,,,,,,,,,,
Thank you for working w/concerned citizens to express their views in support of everyone's rights!,"2017-01-29T20:44:46.000Z""""",,,,,,,,,,,,,,,,
@ JerryBrownGov @ flySFO agents are refusing to comply & set to deport elderly Iranians now,"2017-01-29T20:44:32.000Z""""",,,,,,,,,,,,,,,,
...hancuffed, asked their opinions of Trump,,,,,,,,,,,,,,,,
